"Variable","Label"
"hb53_08","hemoglobin level (g/dl - 1 decimal)"
"hb53_09","hemoglobin level (g/dl - 1 decimal)"
"hb53_10","hemoglobin level (g/dl - 1 decimal)"
"hb53_11","hemoglobin level (g/dl - 1 decimal)"
"hb53_12","hemoglobin level (g/dl - 1 decimal)"
"hb53_13","hemoglobin level (g/dl - 1 decimal)"
"hb53_14","hemoglobin level (g/dl - 1 decimal)"
"hb53_15","hemoglobin level (g/dl - 1 decimal)"
"hb53_16","hemoglobin level (g/dl - 1 decimal)"
"hb53_17","hemoglobin level (g/dl - 1 decimal)"
"hb53_18","hemoglobin level (g/dl - 1 decimal)"
"hb53_19","hemoglobin level (g/dl - 1 decimal)"
"hb53_20","hemoglobin level (g/dl - 1 decimal)"
"hb55_01","result of measurement - hemoglobin"
"hb55_02","result of measurement - hemoglobin"
"hb55_03","result of measurement - hemoglobin"
"hb55_04","result of measurement - hemoglobin"
"hb55_05","result of measurement - hemoglobin"
"hb55_06","result of measurement - hemoglobin"
"hb55_07","result of measurement - hemoglobin"
"hb55_08","result of measurement - hemoglobin"
"hb55_09","result of measurement - hemoglobin"
"hb55_10","result of measurement - hemoglobin"
"hb55_11","result of measurement - hemoglobin"
"hb55_12","result of measurement - hemoglobin"
"hb55_13","result of measurement - hemoglobin"
"hb55_14","result of measurement - hemoglobin"
"hb55_15","result of measurement - hemoglobin"
"hb55_16","result of measurement - hemoglobin"
"hb55_17","result of measurement - hemoglobin"
"hb55_18","result of measurement - hemoglobin"
"hb55_19","result of measurement - hemoglobin"
"hb55_20","result of measurement - hemoglobin"
"hb56_01","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_02","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_03","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_04","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_05","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_06","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_07","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_08","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_09","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_10","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_11","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_12","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_13","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_14","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_15","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_16","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_17","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_18","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_19","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb56_20","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"hb57_01","anemia level"
"hb57_02","anemia level"
"hb57_03","anemia level"
"hb57_04","anemia level"
"hb57_05","anemia level"
"hb57_06","anemia level"
"hb57_07","anemia level"
"hb57_08","anemia level"
"hb57_09","anemia level"
"hb57_10","anemia level"
"hb57_11","anemia level"
"hb57_12","anemia level"
"hb57_13","anemia level"
"hb57_14","anemia level"
"hb57_15","anemia level"
"hb57_16","anemia level"
"hb57_17","anemia level"
"hb57_18","anemia level"
"hb57_19","anemia level"
"hb57_20","anemia level"
"hb58_01","na - agrees to referral - anemia"
"hb58_02","na - agrees to referral - anemia"
"hb58_03","na - agrees to referral - anemia"
"hb58_04","na - agrees to referral - anemia"
"hb58_05","na - agrees to referral - anemia"
"hb58_06","na - agrees to referral - anemia"
"hb58_07","na - agrees to referral - anemia"
"hb58_08","na - agrees to referral - anemia"
"hb58_09","na - agrees to referral - anemia"
"hb58_10","na - agrees to referral - anemia"
"hb58_11","na - agrees to referral - anemia"
"hb58_12","na - agrees to referral - anemia"
"hb58_13","na - agrees to referral - anemia"
"hb58_14","na - agrees to referral - anemia"
"hb58_15","na - agrees to referral - anemia"
"hb58_16","na - agrees to referral - anemia"
"hb58_17","na - agrees to referral - anemia"
"hb58_18","na - agrees to referral - anemia"
"hb58_19","na - agrees to referral - anemia"
"hb58_20","na - agrees to referral - anemia"
"hb60_01","marital status"
"hb60_02","marital status"
"hb60_03","marital status"
"hb60_04","marital status"
"hb60_05","marital status"
"hb60_06","marital status"
"hb60_07","marital status"
"hb60_08","marital status"
"hb60_09","marital status"
"hb60_10","marital status"
"hb60_11","marital status"
"hb60_12","marital status"
"hb60_13","marital status"
"hb60_14","marital status"
"hb60_15","marital status"
"hb60_16","marital status"
"hb60_17","marital status"
"hb60_18","marital status"
"hb60_19","marital status"
"hb60_20","marital status"
"hb61_01","read consent statement - hiv"
"hb61_02","read consent statement - hiv"
"hb61_03","read consent statement - hiv"
"hb61_04","read consent statement - hiv"
"hb61_05","read consent statement - hiv"
"hb61_06","read consent statement - hiv"
"hb61_07","read consent statement - hiv"
"hb61_08","read consent statement - hiv"
"hb61_09","read consent statement - hiv"
"hb61_10","read consent statement - hiv"
"hb61_11","read consent statement - hiv"
"hb61_12","read consent statement - hiv"
"hb61_13","read consent statement - hiv"
"hb61_14","read consent statement - hiv"
"hb61_15","read consent statement - hiv"
"hb61_16","read consent statement - hiv"
"hb61_17","read consent statement - hiv"
"hb61_18","read consent statement - hiv"
"hb61_19","read consent statement - hiv"
"hb61_20","read consent statement - hiv"
"hb62_01","bar code for hiv blood sample"
"hb62_02","bar code for hiv blood sample"
"hb62_03","bar code for hiv blood sample"
"hb62_04","bar code for hiv blood sample"
"hb62_05","bar code for hiv blood sample"
"hb62_06","bar code for hiv blood sample"
"hb62_07","bar code for hiv blood sample"
"hb62_08","bar code for hiv blood sample"
"hb62_09","bar code for hiv blood sample"
"hb62_10","bar code for hiv blood sample"
"hb62_11","bar code for hiv blood sample"
"hb62_12","bar code for hiv blood sample"
"hb62_13","bar code for hiv blood sample"
"hb62_14","bar code for hiv blood sample"
"hb62_15","bar code for hiv blood sample"
"hb62_16","bar code for hiv blood sample"
"hb62_17","bar code for hiv blood sample"
"hb62_18","bar code for hiv blood sample"
"hb62_19","bar code for hiv blood sample"
"hb62_20","bar code for hiv blood sample"
"hb63_01","result of measurement - hiv"
"hb63_02","result of measurement - hiv"
"hb63_03","result of measurement - hiv"
"hb63_04","result of measurement - hiv"
"hb63_05","result of measurement - hiv"
"hb63_06","result of measurement - hiv"
"hb63_07","result of measurement - hiv"
"hb63_08","result of measurement - hiv"
"hb63_09","result of measurement - hiv"
"hb63_10","result of measurement - hiv"
"hb63_11","result of measurement - hiv"
"hb63_12","result of measurement - hiv"
"hb63_13","result of measurement - hiv"
"hb63_14","result of measurement - hiv"
"hb63_15","result of measurement - hiv"
"hb63_16","result of measurement - hiv"
"hb63_17","result of measurement - hiv"
"hb63_18","result of measurement - hiv"
"hb63_19","result of measurement - hiv"
"hb63_20","result of measurement - hiv"
"hb64_01","consent for additional tests"
"hb64_02","consent for additional tests"
"hb64_03","consent for additional tests"
"hb64_04","consent for additional tests"
"hb64_05","consent for additional tests"
"hb64_06","consent for additional tests"
"hb64_07","consent for additional tests"
"hb64_08","consent for additional tests"
"hb64_09","consent for additional tests"
"hb64_10","consent for additional tests"
"hb64_11","consent for additional tests"
"hb64_12","consent for additional tests"
"hb64_13","consent for additional tests"
"hb64_14","consent for additional tests"
"hb64_15","consent for additional tests"
"hb64_16","consent for additional tests"
"hb64_17","consent for additional tests"
"hb64_18","consent for additional tests"
"hb64_19","consent for additional tests"
"hb64_20","consent for additional tests"
"hb65_01","result of man's individual interview"
"hb65_02","result of man's individual interview"
"hb65_03","result of man's individual interview"
"hb65_04","result of man's individual interview"
"hb65_05","result of man's individual interview"
"hb65_06","result of man's individual interview"
"hb65_07","result of man's individual interview"
"hb65_08","result of man's individual interview"
"hb65_09","result of man's individual interview"
"hb65_10","result of man's individual interview"
"hb65_11","result of man's individual interview"
"hb65_12","result of man's individual interview"
"hb65_13","result of man's individual interview"
"hb65_14","result of man's individual interview"
"hb65_15","result of man's individual interview"
"hb65_16","result of man's individual interview"
"hb65_17","result of man's individual interview"
"hb65_18","result of man's individual interview"
"hb65_19","result of man's individual interview"
"hb65_20","result of man's individual interview"
"hb66_01","man's highest educational level"
"hb66_02","man's highest educational level"
"hb66_03","man's highest educational level"
"hb66_04","man's highest educational level"
"hb66_05","man's highest educational level"
"hb66_06","man's highest educational level"
"hb66_07","man's highest educational level"
"hb66_08","man's highest educational level"
"hb66_09","man's highest educational level"
"hb66_10","man's highest educational level"
"hb66_11","man's highest educational level"
"hb66_12","man's highest educational level"
"hb66_13","man's highest educational level"
"hb66_14","man's highest educational level"
"hb66_15","man's highest educational level"
"hb66_16","man's highest educational level"
"hb66_17","man's highest educational level"
"hb66_18","man's highest educational level"
"hb66_19","man's highest educational level"
"hb66_20","man's highest educational level"
"hb67_01","man's highest year of education"
"hb67_02","man's highest year of education"
"hb67_03","man's highest year of education"
"hb67_04","man's highest year of education"
"hb67_05","man's highest year of education"
"hb67_06","man's highest year of education"
"hb67_07","man's highest year of education"
"hb67_08","man's highest year of education"
"hb67_09","man's highest year of education"
"hb67_10","man's highest year of education"
"hb67_11","man's highest year of education"
"hb67_12","man's highest year of education"
"hb67_13","man's highest year of education"
"hb67_14","man's highest year of education"
"hb67_15","man's highest year of education"
"hb67_16","man's highest year of education"
"hb67_17","man's highest year of education"
"hb67_18","man's highest year of education"
"hb67_19","man's highest year of education"
"hb67_20","man's highest year of education"
"hb68_01","man's highest educational level (for preliminary and final report)"
"hb68_02","man's highest educational level (for preliminary and final report)"
"hb68_03","man's highest educational level (for preliminary and final report)"
"hb68_04","man's highest educational level (for preliminary and final report)"
"hb68_05","man's highest educational level (for preliminary and final report)"
"hb68_06","man's highest educational level (for preliminary and final report)"
"hb68_07","man's highest educational level (for preliminary and final report)"
"hb68_08","man's highest educational level (for preliminary and final report)"
"hb68_09","man's highest educational level (for preliminary and final report)"
"hb68_10","man's highest educational level (for preliminary and final report)"
"hb68_11","man's highest educational level (for preliminary and final report)"
"hb68_12","man's highest educational level (for preliminary and final report)"
"hb68_13","man's highest educational level (for preliminary and final report)"
"hb68_14","man's highest educational level (for preliminary and final report)"
"hb68_15","man's highest educational level (for preliminary and final report)"
"hb68_16","man's highest educational level (for preliminary and final report)"
"hb68_17","man's highest educational level (for preliminary and final report)"
